Lidar_0,Lidar_1,Lidar_2,Lidar_3,Lidar_4,Lidar_5,Lidar_6,Lidar_7,Lidar_8,Lidar_9,Lidar_10,Lidar_11,Lidar_12,Lidar_13,Lidar_14,Lidar_15,Lidar_16,Lidar_17,Lidar_18,Lidar_19,Lidar_20,Lidar_21,Lidar_22,Lidar_23,Lidar_24,Lidar_25,Lidar_26,Lidar_27,Lidar_28,Lidar_29,Lidar_30,Lidar_31,Lidar_32,Lidar_33,Lidar_34,Lidar_35,Lidar_36,Lidar_37,Lidar_38,Lidar_39,HIZ,IVME,AKSIYON
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,229.0,226.3,224.3,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,212.0,209.5,207.7,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,197.9,195.0,192.7,191.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,180.2,177.6,175.5,174.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,165.6,162.7,160.3,158.4,164.4,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,242.7,241.4,249.2,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,150.4,147.4,144.8,142.8,141.2,172.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,239.3,223.7,231.2,239.9,250.0,250.0,250.0,250.0,250.0,99.0,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,132.5,130.0,127.9,126.2,124.9,157.2,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,241.0,219.1,215.1,223.5,97.3,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,243.0,250.0,116.9,114.8,113.1,111.8,110.8,110.1,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,95.7,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,237.1,230.3,226.2,250.0,102.1,100.5,99.2,98.3,97.7,97.3,97.2,250.0,250.0,250.0,250.0,250.0,250.0,250.0,98.0,-10,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,223.9,217.2,211.4,218.7,250.0,86.9,85.7,84.8,84.1,83.7,83.6,83.7,84.0,250.0,250.0,250.0,250.0,250.0,250.0,99.8,-10,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,247.8,242.2,250.0,250.0,204.9,199.0,194.1,206.3,250.0,250.0,71.1,70.4,70.0,69.7,69.7,69.8,70.2,70.8,71.6,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,236.6,223.7,218.1,232.5,250.0,250.0,187.2,182.0,177.6,188.9,250.0,250.0,250.0,56.0,55.7,55.5,55.5,55.7,56.0,56.5,57.2,58.0,59.1,60.4,61.9,99.3,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,211.7,199.4,194.3,206.3,220.6,250.0,250.0,171.4,166.9,163.1,166.2,250.0,250.0,250.0,250.0,250.0,250.0,43.4,43.5,43.8,44.3,97.7,-10,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,190.4,178.3,168.0,177.3,188.4,250.0,250.0,250.0,158.4,154.3,150.8,147.9,154.8,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,99.0,-10,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,175.4,162.4,151.7,147.0,154.9,164.2,175.2,250.0,250.0,250.0,145.2,141.7,138.8,136.4,134.4,155.8,250.0,250.0,250.0,98.3,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,154.9,142.6,132.5,124.0,128.9,136.1,144.6,154.7,250.0,250.0,250.0,250.0,134.4,131.8,129.6,96.6,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,131.2,120.5,111.8,104.4,105.6,111.4,118.2,126.2,250.0,250.0,250.0,250.0,250.0,250.0,96.9,-10,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,108.5,99.3,91.7,85.5,82.2,86.5,91.5,97.5,104.6,113.2,250.0,250.0,250.0,250.0,250.0,98.3,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,91.6,82.8,75.7,69.9,65.2,61.2,63.9,67.6,72.0,77.3,83.6,91.4,250.0,250.0,250.0,98.6,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,71.7,64.0,57.9,53.0,49.0,45.6,42.9,41.3,43.7,46.5,50.0,54.1,59.1,65.4,73.5,98.9,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,57.4,49.3,43.3,38.7,35.1,32.2,29.8,27.8,26.2,24.8,23.6,22.5,22.2,24.0,26.3,29.2,99.3,50,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,35.3,28.6,24.1,20.9,18.5,16.6,15.1,13.9,12.9,12.1,11.4,10.8,10.3,9.9,9.5,98.7,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,0.6,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,-10,SOLA_KAÇIN
9.2,9.5,9.8,10.2,10.7,11.3,11.9,11.6,11.1,10.7,10.4,10.1,9.8,9.6,9.4,9.3,9.2,9.1,9.0,9.0,9.0,9.0,9.1,9.1,9.2,9.4,9.5,9.7,10.0,10.2,10.6,10.9,11.4,11.9,12.5,13.2,14.0,15.0,16.2,17.6,96.4,-10,SAĞA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,98.7,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,242.7,247.7,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,30.0,0.0,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,38.3,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,46.6,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,54.9,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,63.2,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,245.7,247.9,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,71.5,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,236.9,234.1,232.1,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,245.7,224.5,229.4,238.8,249.8,250.0,250.0,250.0,250.0,250.0,250.0,79.7,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,215.4,212.2,209.8,224.1,238.9,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,224.5,207.2,208.3,217.9,229.1,250.0,244.0,250.0,250.0,250.0,88.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,192.4,189.0,186.2,184.1,224.8,223.5,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,207.2,192.9,184.1,193.6,204.7,244.0,234.1,232.4,250.0,96.2,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,168.0,164.4,161.5,159.1,160.6,208.4,207.2,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,192.9,181.0,170.9,165.7,176.3,189.0,225.6,218.2,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,142.4,138.9,136.0,133.6,131.6,160.6,191.5,190.4,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,170.9,162.3,154.9,148.6,155.4,169.6,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,119.8,116.0,112.8,110.0,107.7,105.8,125.4,176.3,174.8,174.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,154.9,148.6,143.2,138.6,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,96.3,92.4,89.0,86.1,83.6,81.5,85.8,100.1,161.8,159.8,158.3,157.2,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,139.2,135.0,100.0,50,SÜRDÜR
80.3,75.0,70.6,66.8,63.6,60.9,58.5,60.4,66.3,73.6,83.1,148.5,146.0,143.9,142.3,141.2,250.0,250.0,250.0,250.0,250.0,250.0,240.8,244.5,249.1,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,224.0,217.8,212.5,100.0,50,SAĞA_KAÇIN
47.8,50.4,53.4,57.0,61.3,250.0,250.0,250.0,134.3,131.5,129.2,127.4,126.0,151.3,250.0,236.0,236.1,236.8,250.0,250.0,223.8,227.3,231.5,236.5,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,209.1,204.6,200.9,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,122.0,118.8,116.1,113.9,112.0,110.5,138.2,250.0,220.2,219.9,220.2,221.1,250.0,225.6,208.2,211.6,215.7,220.7,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,199.8,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,109.8,106.2,103.1,100.4,98.2,96.3,98.6,123.3,250.0,250.0,203.7,203.5,203.8,204.8,250.0,203.3,191.6,194.8,198.7,203.4,208.9,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,97.2,93.2,89.8,86.8,84.3,82.1,80.3,91.7,110.0,250.0,250.0,187.9,187.1,186.9,187.3,250.0,250.0,188.9,174.5,177.4,181.0,185.3,190.3,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,87.0,82.3,78.3,74.8,71.9,69.3,67.2,69.3,78.0,89.4,105.2,250.0,250.0,250.0,171.2,170.7,170.7,171.2,250.0,250.0,164.3,158.6,161.5,164.9,169.1,173.9,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
75.6,70.1,65.5,61.6,58.4,55.6,53.2,55.9,60.7,66.6,74.0,83.5,96.2,250.0,250.0,250.0,155.2,154.4,154.0,154.1,154.7,250.0,250.0,152.3,141.6,144.3,147.5,151.3,155.7,160.9,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
47.7,44.0,41.7,43.6,45.8,48.5,51.6,55.3,59.8,65.2,72.0,80.6,250.0,250.0,250.0,250.0,139.0,138.1,137.5,137.4,137.7,250.0,250.0,165.9,134.7,125.4,127.9,131.0,134.6,138.8,143.8,149.5,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
38.8,40.2,41.8,43.7,45.8,48.4,51.4,55.0,59.2,64.5,70.9,250.0,250.0,250.0,250.0,250.0,122.4,121.5,120.9,120.7,120.9,121.4,250.0,250.0,140.6,117.5,109.2,111.7,114.7,118.2,122.2,126.9,132.4,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
39.0,40.3,41.9,43.7,45.8,48.3,51.3,54.8,250.0,250.0,250.0,250.0,250.0,250.0,250.0,107.1,105.9,105.1,104.6,104.3,104.4,104.8,250.0,250.0,250.0,120.0,102.9,93.3,95.7,98.6,101.9,105.7,110.2,115.4,121.6,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
46.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,91.0,89.8,88.9,88.2,87.8,87.7,87.8,88.2,250.0,250.0,250.0,111.2,95.9,84.5,77.6,79.9,82.7,85.9,89.6,94.0,99.1,105.2,112.3,250.0,250.0,250.0,250.0,250.0,250.0,98.8,-10,SAĞA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,76.3,74.9,73.8,72.9,72.2,71.7,71.4,71.4,71.5,71.9,250.0,250.0,250.0,101.8,88.4,78.2,70.4,64.1,63.6,66.2,69.2,72.6,76.7,81.5,87.2,94.0,102.4,97.1,-10,SOLA_KAÇIN
245.4,249.3,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,95.1,60.3,59.1,58.0,57.2,56.6,56.1,55.8,55.6,55.7,55.8,56.2,56.7,57.4,250.0,250.0,90.4,80.5,72.8,66.6,61.5,57.3,53.8,51.8,95.5,-10,SOLA_KAÇIN
250.0,250.0,250.0,234.5,237.1,240.4,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,69.2,45.3,44.3,43.4,42.7,42.2,41.7,41.4,41.3,41.2,41.3,41.4,41.7,42.2,42.7,43.4,44.3,45.3,250.0,82.3,93.8,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,224.0,226.0,228.8,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,46.3,44.9,43.6,42.5,41.6,30.4,29.9,29.6,29.3,29.1,29.0,29.0,29.1,29.2,29.5,29.8,30.2,92.2,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,227.2,211.8,213.6,216.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,24.2,23.3,22.5,21.9,21.3,20.8,20.4,20.1,19.8,19.6,19.5,19.4,19.4,19.4,19.5,91.5,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,197.7,198.7,200.2,250.0,250.0,250.0,250.0,250.0,250.0,2.8,2.5,2.4,2.2,2.1,2.0,1.9,1.8,1.7,1.7,1.6,1.6,1.5,1.5,1.5,1.5,1.4,1.4,1.4,90.8,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,185.1,185.4,186.2,187.6,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,97.1,50,SÜRDÜR
177.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,236.8,240.2,247.4,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,230.8,212.0,218.6,226.3,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,245.5,244.7,244.5,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,204.7,188.4,195.2,203.0,212.1,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,228.5,227.7,227.6,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,185.4,170.9,169.6,177.3,186.3,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,211.9,211.3,211.2,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,170.3,158.5,148.6,149.9,158.5,168.6,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,196.3,195.2,194.6,194.5,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,148.4,140.0,132.9,126.9,135.9,146.9,160.2,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,179.3,178.3,177.8,177.7,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,244.0,132.9,126.8,121.7,117.2,113.4,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,163.4,162.2,161.6,161.4,161.7,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,226.6,217.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,32.5,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,40.7,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,49.1,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,57.5,50,SÜRDÜR
